チーム春日未来51位	22341 pt
チーム馬場このみ240位	887 pt
チーム馬場このみ251位	804 pt
チーム馬場このみ252位	766 pt
チーム馬場このみ253位	750 pt
チーム馬場このみ254位	728 pt
チーム馬場このみ255位	719 pt
チーム馬場このみ256位	703 pt
チーム馬場このみ257位	696 pt
チーム馬場このみ258位	691 pt
チーム馬場このみ259位	686 pt
チーム馬場このみ260位	674 pt
チーム馬場このみ271位	588 pt
チーム馬場このみ272位	586 pt
チーム馬場このみ273位	586 pt
チーム馬場このみ274位	583 pt
チーム馬場このみ275位	582 pt
チーム馬場このみ276位	574 pt
チーム馬場このみ277位	573 pt
チーム馬場このみ278位	562 pt
チーム馬場このみ279位	551 pt
チーム馬場このみ280位	544 pt
チーム馬場このみ291位	470 pt
チーム馬場このみ292位	468 pt
チーム馬場このみ293位	465 pt
チーム馬場このみ294位	461 pt
チーム馬場このみ295位	460 pt
チーム馬場このみ296位	459 pt
チーム馬場このみ297位	450 pt
チーム馬場このみ298位	445 pt
チーム馬場このみ299位	437 pt
チーム馬場このみ300位	436 pt
チーム大神環51位	12856 pt
チーム大神環52位	12456 pt
チーム大神環53位	12282 pt
チーム大神環54位	12035 pt
チーム大神環55位	11864 pt
チーム大神環56位	10219 pt
チーム大神環57位	9414 pt
チーム大神環58位	9349 pt
チーム大神環59位	9086 pt
チーム大神環60位	7878 pt
チーム大神環71位	5370 pt
チーム大神環72位	5341 pt
チーム大神環73位	5270 pt
チーム大神環74位	5171 pt
チーム大神環75位	5026 pt
チーム大神環76位	4816 pt
チーム大神環77位	4785 pt
チーム大神環78位	4761 pt
チーム大神環79位	4678 pt
チーム大神環80位	4507 pt
チーム大神環91位	3196 pt
チーム大神環92位	3041 pt
チーム大神環93位	3015 pt
チーム大神環94位	2899 pt
チーム大神環95位	2825 pt
チーム大神環96位	2719 pt
チーム大神環97位	2709 pt
チーム大神環98位	2610 pt
チーム大神環99位	2608 pt
チーム大神環100位	2510 pt
チーム大神環111位	1873 pt
チーム大神環112位	1832 pt
チーム大神環113位	1792 pt
チーム大神環114位	1790 pt
チーム大神環115位	1668 pt
チーム大神環116位	1667 pt
チーム大神環117位	1597 pt
チーム大神環118位	1575 pt
チーム大神環119位	1538 pt
チーム大神環120位	1524 pt
チーム大神環131位	1218 pt
チーム大神環132位	1191 pt
チーム大神環133位	1177 pt
チーム大神環134位	1154 pt
チーム大神環135位	1136 pt
チーム大神環136位	1124 pt
チーム大神環137位	1120 pt
チーム大神環138位	1093 pt
チーム大神環139位	1085 pt
チーム大神環140位	1074 pt
チーム大神環151位	892 pt
チーム大神環152位	889 pt
チーム大神環153位	883 pt
チーム大神環154位	882 pt
チーム大神環155位	820 pt
チーム大神環156位	760 pt
チーム大神環157位	758 pt
チーム大神環158位	745 pt
チーム大神環159位	743 pt
チーム大神環160位	737 pt
チーム大神環171位	632 pt
チーム大神環172位	596 pt
チーム大神環173位	579 pt
チーム大神環174位	575 pt
チーム大神環175位	564 pt
チーム大神環176位	560 pt
チーム大神環177位	554 pt
チーム大神環178位	549 pt
チーム大神環179位	531 pt
チーム大神環180位	526 pt
チーム大神環191位	397 pt
チーム大神環192位	396 pt
チーム大神環193位	385 pt
チーム大神環194位	381 pt
チーム大神環195位	381 pt
チーム大神環196位	377 pt
チーム大神環197位	362 pt
チーム大神環198位	352 pt
チーム大神環199位	339 pt
チーム大神環200位	336 pt
チーム大神環211位	289 pt
チーム大神環212位	288 pt
チーム大神環213位	287 pt
チーム大神環214位	284 pt
チーム大神環215位	275 pt
チーム大神環216位	272 pt
チーム大神環217位	267 pt
チーム大神環218位	265 pt
チーム大神環219位	258 pt
チーム大神環220位	258 pt
チーム大神環231位	170 pt
チーム大神環232位	166 pt
チーム大神環233位	165 pt
チーム大神環234位	163 pt
チーム大神環235位	161 pt
チーム大神環236位	154 pt
チーム大神環237位	148 pt
チーム大神環238位	142 pt
チーム大神環239位	138 pt
チーム大神環240位	136 pt
チーム大神環251位	116 pt
チーム大神環252位	111 pt
チーム大神環253位	111 pt
チーム大神環254位	109 pt
チーム大神環255位	108 pt
チーム大神環256位	108 pt
チーム大神環257位	107 pt
チーム大神環258位	106 pt
チーム大神環259位	102 pt
チーム大神環260位	101 pt
チーム大神環271位	80 pt
チーム大神環272位	72 pt
チーム大神環273位	71 pt
チーム大神環274位	70 pt
チーム大神環275位	69 pt
チーム大神環276位	69 pt
チーム大神環277位	66 pt
チーム大神環278位	65 pt
チーム大神環279位	63 pt
チーム大神環280位	61 pt
チーム大神環291位	48 pt
チーム大神環292位	48 pt
チーム大神環293位	46 pt
チーム大神環294位	45 pt
チーム大神環295位	45 pt
チーム大神環296位	44 pt
チーム大神環297位	43 pt
チーム大神環298位	43 pt
チーム大神環299位	42 pt
チーム大神環300位	41 pt
チーム大神環51位	12856 pt
チーム大神環52位	12456 pt
チーム大神環53位	12282 pt
チーム大神環54位	12035 pt
チーム大神環55位	11864 pt
チーム大神環56位	10219 pt
チーム大神環57位	9414 pt
チーム大神環58位	9349 pt
チーム大神環59位	9086 pt
チーム大神環60位	7878 pt
チーム大神環71位	5370 pt
チーム大神環72位	5341 pt
チーム大神環73位	5270 pt
チーム大神環74位	5171 pt
チーム大神環75位	5026 pt
チーム大神環76位	4816 pt
チーム大神環77位	4785 pt
チーム大神環78位	4761 pt
チーム大神環79位	4678 pt
チーム大神環80位	4507 pt
チーム大神環91位	3196 pt
チーム大神環92位	3041 pt
チーム大神環93位	3015 pt
チーム大神環94位	2899 pt
チーム大神環95位	2825 pt
チーム大神環96位	2719 pt
チーム大神環97位	2709 pt
チーム大神環98位	2610 pt
チーム大神環99位	2608 pt
チーム大神環100位	2510 pt
チーム大神環111位	1873 pt
チーム大神環112位	1832 pt
チーム大神環113位	1792 pt
チーム大神環114位	1790 pt
チーム大神環115位	1668 pt
チーム大神環116位	1667 pt
チーム大神環117位	1597 pt
チーム大神環118位	1575 pt
チーム大神環119位	1538 pt
チーム大神環120位	1524 pt
チーム大神環131位	1218 pt
チーム大神環132位	1191 pt
チーム大神環133位	1177 pt
チーム大神環134位	1154 pt
チーム大神環135位	1136 pt
チーム大神環136位	1124 pt
チーム大神環137位	1120 pt
チーム大神環138位	1093 pt
チーム大神環139位	1085 pt
チーム大神環140位	1074 pt
チーム大神環151位	892 pt
チーム大神環152位	889 pt
チーム大神環153位	883 pt
チーム大神環154位	882 pt
チーム大神環155位	820 pt
チーム大神環156位	760 pt
チーム大神環157位	758 pt
チーム大神環158位	745 pt
チーム大神環159位	743 pt
チーム大神環160位	737 pt
チーム大神環171位	632 pt
チーム大神環172位	596 pt
チーム大神環173位	579 pt
チーム大神環174位	575 pt
チーム大神環175位	564 pt
チーム大神環176位	560 pt
チーム大神環177位	554 pt
チーム大神環178位	549 pt
チーム大神環179位	531 pt
チーム大神環180位	526 pt
チーム大神環191位	397 pt
チーム大神環192位	396 pt
チーム大神環193位	385 pt
チーム大神環194位	381 pt
チーム大神環195位	381 pt
チーム大神環196位	377 pt
チーム大神環197位	362 pt
チーム大神環198位	352 pt
チーム大神環199位	339 pt
チーム大神環200位	336 pt
チーム大神環211位	289 pt
チーム大神環212位	288 pt
チーム大神環213位	287 pt
チーム大神環214位	284 pt
チーム大神環215位	275 pt
チーム大神環216位	272 pt
チーム大神環217位	267 pt
チーム大神環218位	265 pt
チーム大神環219位	258 pt
チーム大神環220位	258 pt
チーム大神環231位	170 pt
チーム大神環232位	166 pt
チーム大神環233位	165 pt
チーム大神環234位	163 pt
チーム大神環235位	161 pt
チーム大神環236位	154 pt
チーム大神環237位	148 pt
チーム大神環238位	142 pt
チーム大神環239位	138 pt
チーム大神環240位	136 pt
チーム大神環251位	116 pt
チーム大神環252位	111 pt
チーム大神環253位	111 pt
チーム大神環254位	109 pt
チーム大神環255位	108 pt
チーム大神環256位	108 pt
チーム大神環257位	107 pt
チーム大神環258位	106 pt
チーム大神環259位	102 pt
チーム大神環260位	101 pt
チーム大神環271位	80 pt
チーム大神環272位	72 pt
チーム大神環273位	71 pt
チーム大神環274位	70 pt
チーム大神環275位	69 pt
チーム大神環276位	69 pt
チーム大神環277位	66 pt
チーム大神環278位	65 pt
チーム大神環279位	63 pt
チーム大神環280位	61 pt
チーム大神環291位	48 pt
チーム大神環292位	48 pt
チーム大神環293位	46 pt
チーム大神環294位	45 pt
チーム大神環295位	45 pt
チーム大神環296位	44 pt
チーム大神環297位	43 pt
チーム大神環298位	43 pt
チーム大神環299位	42 pt
チーム大神環300位	41 pt
チーム豊川風花51位	13354 pt
チーム豊川風花52位	12925 pt
チーム豊川風花53位	12583 pt
チーム豊川風花54位	11910 pt
チーム豊川風花55位	11704 pt
チーム豊川風花56位	11239 pt
チーム豊川風花57位	11024 pt
チーム豊川風花58位	10607 pt
チーム豊川風花59位	10447 pt
チーム豊川風花60位	10027 pt
チーム豊川風花71位	6783 pt
チーム豊川風花72位	6616 pt
チーム豊川風花73位	6469 pt
チーム豊川風花74位	6416 pt
チーム豊川風花75位	6329 pt
チーム豊川風花76位	6325 pt
チーム豊川風花77位	6260 pt
チーム豊川風花78位	6138 pt
チーム豊川風花79位	5739 pt
チーム豊川風花80位	5665 pt
チーム豊川風花91位	4328 pt
チーム豊川風花92位	4320 pt
チーム豊川風花93位	4199 pt
チーム豊川風花94位	4155 pt
チーム豊川風花95位	3995 pt
チーム豊川風花96位	3847 pt
チーム豊川風花97位	3795 pt
チーム豊川風花98位	3756 pt
チーム豊川風花99位	3668 pt
チーム豊川風花100位	3508 pt
チーム豊川風花111位	2470 pt
チーム豊川風花112位	2402 pt
チーム豊川風花113位	2374 pt
チーム豊川風花114位	2347 pt
チーム豊川風花115位	2313 pt
チーム豊川風花116位	2262 pt
チーム豊川風花117位	2260 pt
チーム豊川風花118位	2132 pt
チーム豊川風花119位	2095 pt
チーム豊川風花120位	2084 pt
チーム豊川風花131位	1759 pt
チーム豊川風花132位	1682 pt
チーム豊川風花133位	1676 pt
チーム豊川風花134位	1673 pt
チーム豊川風花135位	1672 pt
チーム豊川風花136位	1670 pt
チーム豊川風花137位	1629 pt
チーム豊川風花138位	1617 pt
チーム豊川風花139位	1611 pt
チーム豊川風花140位	1547 pt
チーム豊川風花151位	1296 pt
チーム豊川風花152位	1283 pt
チーム豊川風花153位	1282 pt
チーム豊川風花154位	1275 pt
チーム豊川風花155位	1259 pt
チーム豊川風花156位	1248 pt
チーム豊川風花157位	1224 pt
チーム豊川風花158位	1204 pt
チーム豊川風花159位	1197 pt
チーム豊川風花160位	1181 pt
チーム豊川風花171位	946 pt
チーム豊川風花172位	935 pt
チーム豊川風花173位	922 pt
チーム豊川風花174位	918 pt
チーム豊川風花175位	912 pt
チーム豊川風花176位	912 pt
チーム豊川風花177位	900 pt
チーム豊川風花178位	898 pt
チーム豊川風花179位	894 pt
チーム豊川風花180位	888 pt
チーム豊川風花191位	784 pt
チーム豊川風花192位	783 pt
チーム豊川風花193位	783 pt
チーム豊川風花194位	774 pt
チーム豊川風花195位	767 pt
チーム豊川風花196位	747 pt
チーム豊川風花197位	727 pt
チーム豊川風花198位	724 pt
チーム豊川風花199位	697 pt
チーム豊川風花200位	696 pt
チーム豊川風花211位	586 pt
チーム豊川風花212位	580 pt
チーム豊川風花213位	552 pt
チーム豊川風花214位	541 pt
チーム豊川風花215位	538 pt
チーム豊川風花216位	536 pt
チーム豊川風花217位	519 pt
チーム豊川風花218位	504 pt
チーム豊川風花219位	491 pt
チーム豊川風花220位	486 pt
チーム豊川風花231位	414 pt
チーム豊川風花232位	402 pt
チーム豊川風花233位	391 pt
チーム豊川風花234位	391 pt
チーム豊川風花235位	390 pt
チーム豊川風花236位	385 pt
チーム豊川風花237位	376 pt
チーム豊川風花238位	374 pt
チーム豊川風花239位	369 pt
チーム豊川風花240位	364 pt
チーム豊川風花251位	329 pt
チーム豊川風花252位	328 pt
チーム豊川風花253位	324 pt
チーム豊川風花254位	321 pt
チーム豊川風花255位	318 pt
チーム豊川風花256位	313 pt
チーム豊川風花257位	312 pt
チーム豊川風花258位	310 pt
チーム豊川風花259位	310 pt
チーム豊川風花260位	307 pt
チーム豊川風花271位	269 pt
チーム豊川風花272位	265 pt
チーム豊川風花273位	264 pt
チーム豊川風花274位	263 pt
チーム豊川風花275位	261 pt
チーム豊川風花276位	260 pt
チーム豊川風花277位	252 pt
チーム豊川風花278位	250 pt
チーム豊川風花279位	247 pt
チーム豊川風花280位	240 pt
チーム豊川風花291位	217 pt
チーム豊川風花292位	213 pt
チーム豊川風花293位	209 pt
チーム豊川風花294位	204 pt
チーム豊川風花295位	204 pt
チーム豊川風花296位	202 pt
チーム豊川風花297位	201 pt
チーム豊川風花298位	200 pt
チーム豊川風花299位	197 pt
チーム豊川風花300位	196 pt
チーム宮尾美也51位	10172 pt
チーム宮尾美也52位	10077 pt
チーム宮尾美也53位	10008 pt
チーム宮尾美也54位	9814 pt
チーム宮尾美也55位	9371 pt
チーム宮尾美也56位	8951 pt
チーム宮尾美也57位	8792 pt
チーム宮尾美也58位	8618 pt
チーム宮尾美也59位	8005 pt
チーム宮尾美也60位	7630 pt
チーム宮尾美也71位	6078 pt
チーム宮尾美也72位	5139 pt
チーム宮尾美也73位	4881 pt
チーム宮尾美也74位	4716 pt
チーム宮尾美也75位	4596 pt
チーム宮尾美也76位	4477 pt
チーム宮尾美也77位	4436 pt
チーム宮尾美也78位	4345 pt
チーム宮尾美也79位	4252 pt
チーム宮尾美也80位	4246 pt
チーム宮尾美也91位	3436 pt
チーム宮尾美也92位	3397 pt
チーム宮尾美也93位	3344 pt
チーム宮尾美也94位	3311 pt
チーム宮尾美也95位	3270 pt
チーム宮尾美也96位	3081 pt
チーム宮尾美也97位	2961 pt
チーム宮尾美也98位	2931 pt
チーム宮尾美也99位	2788 pt
チーム宮尾美也100位	2738 pt
チーム宮尾美也111位	2147 pt
チーム宮尾美也112位	2141 pt
チーム宮尾美也113位	2067 pt
チーム宮尾美也114位	2025 pt
チーム宮尾美也115位	2014 pt
チーム宮尾美也116位	1947 pt
チーム宮尾美也117位	1937 pt
チーム宮尾美也118位	1865 pt
チーム宮尾美也119位	1830 pt
チーム宮尾美也120位	1823 pt
チーム宮尾美也131位	1362 pt
チーム宮尾美也132位	1354 pt
チーム宮尾美也133位	1322 pt
チーム宮尾美也134位	1294 pt
チーム宮尾美也135位	1282 pt
チーム宮尾美也136位	1263 pt
チーム宮尾美也137位	1242 pt
チーム宮尾美也138位	1237 pt
チーム宮尾美也139位	1237 pt
チーム宮尾美也140位	1207 pt
チーム宮尾美也151位	951 pt
チーム宮尾美也152位	918 pt
チーム宮尾美也153位	897 pt
チーム宮尾美也154位	886 pt
チーム宮尾美也155位	881 pt
チーム宮尾美也156位	870 pt
チーム宮尾美也157位	862 pt
チーム宮尾美也158位	852 pt
チーム宮尾美也159位	847 pt
チーム宮尾美也160位	833 pt
チーム宮尾美也171位	596 pt
チーム宮尾美也172位	587 pt
チーム宮尾美也173位	583 pt
チーム宮尾美也174位	564 pt
チーム宮尾美也175位	541 pt
チーム宮尾美也176位	522 pt
チーム宮尾美也177位	496 pt
チーム宮尾美也178位	488 pt
チーム宮尾美也179位	486 pt
チーム宮尾美也180位	471 pt
チーム宮尾美也191位	368 pt
チーム宮尾美也192位	359 pt
チーム宮尾美也193位	356 pt
チーム宮尾美也194位	334 pt
チーム宮尾美也195位	334 pt
チーム宮尾美也196位	334 pt
チーム宮尾美也197位	331 pt
チーム宮尾美也198位	328 pt
チーム宮尾美也199位	327 pt
チーム宮尾美也200位	326 pt
チーム宮尾美也211位	263 pt
チーム宮尾美也212位	256 pt
チーム宮尾美也213位	242 pt
チーム宮尾美也214位	239 pt
チーム宮尾美也215位	236 pt
チーム宮尾美也216位	236 pt
チーム宮尾美也217位	229 pt
チーム宮尾美也218位	229 pt
チーム宮尾美也219位	229 pt
チーム宮尾美也220位	225 pt
チーム宮尾美也231位	181 pt
チーム宮尾美也232位	180 pt
チーム宮尾美也233位	175 pt
チーム宮尾美也234位	169 pt
チーム宮尾美也235位	167 pt
チーム宮尾美也236位	160 pt
チーム宮尾美也237位	159 pt
チーム宮尾美也238位	158 pt
チーム宮尾美也239位	153 pt
チーム宮尾美也240位	152 pt
チーム宮尾美也251位	120 pt
チーム宮尾美也252位	120 pt
チーム宮尾美也253位	118 pt
チーム宮尾美也254位	111 pt
チーム宮尾美也255位	107 pt
チーム宮尾美也256位	104 pt
チーム宮尾美也257位	99 pt
チーム宮尾美也258位	98 pt
チーム宮尾美也259位	97 pt
チーム宮尾美也260位	97 pt
チーム宮尾美也271位	71 pt
チーム宮尾美也272位	69 pt
チーム宮尾美也273位	68 pt
チーム宮尾美也274位	65 pt
チーム宮尾美也275位	63 pt
チーム宮尾美也276位	63 pt
チーム宮尾美也277位	59 pt
チーム宮尾美也278位	58 pt
チーム宮尾美也279位	55 pt
チーム宮尾美也280位	54 pt
チーム宮尾美也291位	41 pt
チーム宮尾美也292位	38 pt
チーム宮尾美也293位	36 pt
チーム宮尾美也294位	35 pt
チーム宮尾美也295位	35 pt
チーム宮尾美也296位	35 pt
チーム宮尾美也297位	34 pt
チーム宮尾美也298位	32 pt
チーム宮尾美也299位	30 pt
チーム宮尾美也300位	29 pt
チーム福田のり子51位	10755 pt
チーム福田のり子52位	10632 pt
チーム福田のり子53位	9403 pt
チーム福田のり子54位	8607 pt
チーム福田のり子55位	8058 pt
チーム福田のり子56位	7691 pt
チーム福田のり子57位	7598 pt
チーム福田のり子58位	7251 pt
チーム福田のり子59位	6956 pt
チーム福田のり子60位	6918 pt
チーム福田のり子71位	4949 pt
チーム福田のり子72位	4927 pt
チーム福田のり子73位	4854 pt
チーム福田のり子74位	4792 pt
チーム福田のり子75位	4661 pt
チーム福田のり子76位	4512 pt
チーム福田のり子77位	4147 pt
チーム福田のり子78位	4007 pt
チーム福田のり子79位	3964 pt
チーム福田のり子80位	3955 pt
チーム福田のり子91位	2512 pt
チーム福田のり子92位	2182 pt
チーム福田のり子93位	2038 pt
チーム福田のり子94位	2018 pt
チーム福田のり子95位	1883 pt
チーム福田のり子96位	1879 pt
チーム福田のり子97位	1849 pt
チーム福田のり子98位	1848 pt
チーム福田のり子99位	1772 pt
チーム福田のり子100位	1678 pt
チーム福田のり子111位	1268 pt
チーム福田のり子112位	1266 pt
チーム福田のり子113位	1262 pt
チーム福田のり子114位	1248 pt
チーム福田のり子115位	1225 pt
チーム福田のり子116位	1145 pt
チーム福田のり子117位	1106 pt
チーム福田のり子118位	1055 pt
チーム福田のり子119位	1052 pt
チーム福田のり子120位	1022 pt
チーム福田のり子131位	848 pt
チーム福田のり子132位	826 pt
チーム福田のり子133位	811 pt
チーム福田のり子134位	806 pt
チーム福田のり子135位	805 pt
チーム福田のり子136位	791 pt
チーム福田のり子137位	734 pt
チーム福田のり子138位	675 pt
チーム福田のり子139位	668 pt
チーム福田のり子140位	663 pt
チーム福田のり子151位	437 pt
チーム福田のり子152位	436 pt
チーム福田のり子153位	434 pt
チーム福田のり子154位	421 pt
チーム福田のり子155位	410 pt
チーム福田のり子156位	405 pt
チーム福田のり子157位	400 pt
チーム福田のり子158位	388 pt
チーム福田のり子159位	377 pt
チーム福田のり子160位	371 pt
チーム福田のり子171位	262 pt
チーム福田のり子172位	262 pt
チーム福田のり子173位	260 pt
チーム福田のり子174位	252 pt
チーム福田のり子175位	249 pt
チーム福田のり子176位	226 pt
チーム福田のり子177位	221 pt
チーム福田のり子178位	220 pt
チーム福田のり子179位	215 pt
チーム福田のり子180位	213 pt
チーム福田のり子191位	151 pt
チーム福田のり子192位	145 pt
チーム福田のり子193位	144 pt
チーム福田のり子194位	142 pt
チーム福田のり子195位	141 pt
チーム福田のり子196位	141 pt
チーム福田のり子197位	139 pt
チーム福田のり子198位	138 pt
チーム福田のり子199位	133 pt
チーム福田のり子200位	131 pt
チーム福田のり子211位	99 pt
チーム福田のり子212位	98 pt
チーム福田のり子213位	97 pt
チーム福田のり子214位	97 pt
チーム福田のり子215位	96 pt
チーム福田のり子216位	92 pt
チーム福田のり子217位	90 pt
チーム福田のり子218位	86 pt
チーム福田のり子219位	85 pt
チーム福田のり子220位	84 pt
チーム福田のり子231位	50 pt
チーム福田のり子232位	43 pt
チーム福田のり子233位	43 pt
チーム福田のり子234位	43 pt
チーム福田のり子235位	42 pt
チーム福田のり子236位	39 pt
チーム福田のり子237位	35 pt
チーム福田のり子238位	34 pt
チーム福田のり子239位	34 pt
チーム福田のり子240位	32 pt
チーム福田のり子251位	20 pt
チーム福田のり子252位	19 pt
チーム福田のり子253位	18 pt
チーム福田のり子254位	18 pt
チーム福田のり子255位	16 pt
チーム福田のり子256位	14 pt
チーム福田のり子257位	14 pt
チーム福田のり子258位	10 pt
チーム福田のり子259位	10 pt
チーム福田のり子260位	8 pt
チーム福田のり子271位	2 pt
チーム福田のり子272位	2 pt
チーム福田のり子273位	2 pt
チーム福田のり子274位	2 pt
チーム福田のり子275位	2 pt
チーム福田のり子276位	2 pt
チーム福田のり子277位	2 pt
チーム福田のり子278位	2 pt
チーム福田のり子279位	2 pt
チーム福田のり子280位	2 pt
チーム福田のり子291位	2 pt
チーム福田のり子292位	2 pt
チーム福田のり子293位	2 pt
チーム福田のり子294位	2 pt
チーム福田のり子295位	2 pt
チーム福田のり子296位	2 pt
チーム福田のり子297位	2 pt
チーム福田のり子298位	2 pt
チーム福田のり子299位	2 pt
チーム福田のり子300位	2 pt
チーム真壁瑞希51位	25117 pt
チーム真壁瑞希52位	24660 pt
チーム真壁瑞希53位	23978 pt
チーム真壁瑞希54位	23869 pt
チーム真壁瑞希55位	23624 pt
チーム真壁瑞希56位	23622 pt
チーム真壁瑞希57位	22821 pt
チーム真壁瑞希58位	22542 pt
チーム真壁瑞希59位	22334 pt
チーム真壁瑞希60位	22203 pt
チーム真壁瑞希71位	17123 pt
チーム真壁瑞希72位	16529 pt
チーム真壁瑞希73位	16171 pt
チーム真壁瑞希74位	15768 pt
チーム真壁瑞希75位	15464 pt
チーム真壁瑞希76位	15102 pt
チーム真壁瑞希77位	14307 pt
チーム真壁瑞希78位	14136 pt
チーム真壁瑞希79位	13250 pt
チーム真壁瑞希80位	13135 pt
チーム真壁瑞希91位	10800 pt
チーム真壁瑞希92位	10412 pt
チーム真壁瑞希93位	10215 pt
チーム真壁瑞希94位	10020 pt
チーム真壁瑞希95位	9870 pt
チーム真壁瑞希96位	9333 pt
チーム真壁瑞希97位	9285 pt
チーム真壁瑞希98位	9271 pt
チーム真壁瑞希99位	9067 pt
チーム真壁瑞希100位	9026 pt
チーム真壁瑞希111位	7705 pt
チーム真壁瑞希112位	7664 pt
チーム真壁瑞希113位	7371 pt
チーム真壁瑞希114位	7329 pt
チーム真壁瑞希115位	7321 pt
チーム真壁瑞希116位	7256 pt
チーム真壁瑞希117位	7197 pt
チーム真壁瑞希118位	7185 pt
チーム真壁瑞希119位	7068 pt
チーム真壁瑞希120位	7014 pt
チーム真壁瑞希131位	6072 pt
チーム真壁瑞希132位	6005 pt
チーム真壁瑞希133位	5850 pt
チーム真壁瑞希134位	5650 pt
チーム真壁瑞希135位	5625 pt
チーム真壁瑞希136位	5540 pt
チーム真壁瑞希137位	5449 pt
チーム真壁瑞希138位	5427 pt
チーム真壁瑞希139位	5238 pt
チーム真壁瑞希140位	5198 pt
チーム真壁瑞希151位	4412 pt
チーム真壁瑞希152位	4261 pt
チーム真壁瑞希153位	4257 pt
チーム真壁瑞希154位	4187 pt
チーム真壁瑞希155位	4113 pt
チーム真壁瑞希156位	4008 pt
チーム真壁瑞希157位	3991 pt
チーム真壁瑞希158位	3988 pt
チーム真壁瑞希159位	3976 pt
チーム真壁瑞希160位	3960 pt
チーム真壁瑞希171位	3605 pt
チーム真壁瑞希172位	3561 pt
チーム真壁瑞希173位	3530 pt
チーム真壁瑞希174位	3490 pt
チーム真壁瑞希175位	3483 pt
チーム真壁瑞希176位	3236 pt
チーム真壁瑞希177位	3174 pt
チーム真壁瑞希178位	3137 pt
チーム真壁瑞希179位	3129 pt
チーム真壁瑞希180位	3125 pt
チーム真壁瑞希191位	2793 pt
チーム真壁瑞希192位	2737 pt
チーム真壁瑞希193位	2716 pt
チーム真壁瑞希194位	2676 pt
チーム真壁瑞希195位	2663 pt
チーム真壁瑞希196位	2656 pt
チーム真壁瑞希197位	2630 pt
チーム真壁瑞希198位	2610 pt
チーム真壁瑞希199位	2566 pt
チーム真壁瑞希200位	2546 pt
チーム真壁瑞希211位	2210 pt
チーム真壁瑞希212位	2124 pt
チーム真壁瑞希213位	2115 pt
チーム真壁瑞希214位	2098 pt
チーム真壁瑞希215位	2097 pt
チーム真壁瑞希216位	2095 pt
チーム真壁瑞希217位	2077 pt
チーム真壁瑞希218位	2070 pt
チーム真壁瑞希219位	2036 pt
チーム真壁瑞希220位	2002 pt
チーム真壁瑞希231位	1672 pt
チーム真壁瑞希232位	1669 pt
チーム真壁瑞希233位	1615 pt
チーム真壁瑞希234位	1609 pt
チーム真壁瑞希235位	1606 pt
チーム真壁瑞希236位	1598 pt
チーム真壁瑞希237位	1559 pt
チーム真壁瑞希238位	1558 pt
チーム真壁瑞希239位	1551 pt
チーム真壁瑞希240位	1527 pt
チーム真壁瑞希251位	1435 pt
チーム真壁瑞希252位	1428 pt
チーム真壁瑞希253位	1418 pt
チーム真壁瑞希254位	1408 pt
チーム真壁瑞希255位	1369 pt
チーム真壁瑞希256位	1343 pt
チーム真壁瑞希257位	1335 pt
チーム真壁瑞希258位	1333 pt
チーム真壁瑞希259位	1324 pt
チーム真壁瑞希260位	1311 pt
チーム真壁瑞希271位	1136 pt
チーム真壁瑞希272位	1126 pt
チーム真壁瑞希273位	1098 pt
チーム真壁瑞希274位	1084 pt
チーム真壁瑞希275位	1077 pt
チーム真壁瑞希276位	1061 pt
チーム真壁瑞希277位	1050 pt
チーム真壁瑞希278位	1045 pt
チーム真壁瑞希279位	1040 pt
チーム真壁瑞希280位	1035 pt
チーム真壁瑞希291位	858 pt
チーム真壁瑞希292位	849 pt
チーム真壁瑞希293位	843 pt
チーム真壁瑞希294位	831 pt
チーム真壁瑞希295位	825 pt
チーム真壁瑞希296位	811 pt
チーム真壁瑞希297位	804 pt
チーム真壁瑞希298位	801 pt
チーム真壁瑞希299位	795 pt
チーム真壁瑞希300位	793 pt
チーム篠宮可憐51位	13974 pt
チーム篠宮可憐52位	13649 pt
チーム篠宮可憐53位	13112 pt
チーム篠宮可憐54位	12871 pt
チーム篠宮可憐55位	12862 pt
チーム篠宮可憐56位	12845 pt
チーム篠宮可憐57位	12573 pt
チーム篠宮可憐58位	11942 pt
チーム篠宮可憐59位	11147 pt
チーム篠宮可憐60位	10967 pt
チーム篠宮可憐71位	6741 pt
チーム篠宮可憐72位	6725 pt
チーム篠宮可憐73位	6424 pt
チーム篠宮可憐74位	5998 pt
チーム篠宮可憐75位	5965 pt
チーム篠宮可憐76位	5892 pt
チーム篠宮可憐77位	5500 pt
チーム篠宮可憐78位	5320 pt
チーム篠宮可憐79位	5231 pt
チーム篠宮可憐80位	5203 pt
チーム篠宮可憐91位	4672 pt
チーム篠宮可憐92位	4585 pt
チーム篠宮可憐93位	4549 pt
チーム篠宮可憐94位	4518 pt
チーム篠宮可憐95位	4372 pt
チーム篠宮可憐96位	4367 pt
チーム篠宮可憐97位	4365 pt
チーム篠宮可憐98位	4305 pt
チーム篠宮可憐99位	4236 pt
チーム篠宮可憐100位	4198 pt
チーム篠宮可憐111位	3675 pt
チーム篠宮可憐112位	3663 pt
チーム篠宮可憐113位	3652 pt
チーム篠宮可憐114位	3563 pt
チーム篠宮可憐115位	3437 pt
チーム篠宮可憐116位	3388 pt
チーム篠宮可憐117位	3348 pt
チーム篠宮可憐118位	3293 pt
