100位	115,166,453 pt
※04/12 21:39 集計時点 BYそくどん


100位	111,029,512 pt
500位	52,675,766 pt
1200位	17,052,757 pt
1300位	14,293,000 pt
1000位	22,876,180 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	392,138,615 pt
20位	235,783,638 pt
※04/12 21:38 集計時点 BYそくどん


100位	111,029,512 pt
500位	52,675,766 pt
1200位	17,052,757 pt
1300位	14,293,000 pt
1000位	22,876,180 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,897,835 pt
20位	235,485,529 pt
※04/12 21:36 集計時点 BYそくどん


100位	111,029,512 pt
500位	52,675,766 pt
1200位	17,052,757 pt
1300位	14,293,000 pt
1000位	22,876,180 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,897,835 pt
20位	235,485,529 pt
※04/12 21:35 集計時点 BYそくどん


100位	111,029,512 pt
500位	52,675,766 pt
1200位	17,052,757 pt
1300位	14,293,000 pt
1000位	22,876,180 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,897,835 pt
20位	235,485,529 pt
※04/12 21:33 集計時点 BYそくどん


100位	111,029,512 pt
500位	52,675,133 pt
1200位	17,052,757 pt
1300位	14,285,195 pt
1000位	22,840,038 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,897,835 pt
20位	235,485,529 pt
※04/12 21:31 集計時点 BYそくどん


100位	111,029,512 pt
500位	52,675,133 pt
1200位	16,956,710 pt
1300位	14,285,195 pt
1000位	22,840,038 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,897,835 pt
20位	235,485,529 pt
※04/12 21:30 集計時点 BYそくどん


100位	111,029,512 pt
500位	52,593,774 pt
1200位	16,956,710 pt
1300位	14,285,195 pt
1000位	22,840,038 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,897,835 pt
20位	235,485,529 pt
※04/12 21:29 集計時点 BYそくどん


100位	111,029,512 pt
500位	52,593,774 pt
1200位	16,956,710 pt
1300位	14,285,195 pt
1000位	22,840,038 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,897,835 pt
20位	235,485,529 pt
※04/12 21:28 集計時点 BYそくどん


100位	110,577,737 pt
500位	52,478,891 pt
1200位	16,956,710 pt
1300位	14,285,195 pt
1000位	22,840,038 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,897,835 pt
20位	235,485,529 pt
※04/12 21:26 集計時点 BYそくどん


100位	110,577,737 pt
500位	52,478,891 pt
1200位	16,956,710 pt
1300位	14,285,195 pt
1000位	22,808,111 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,897,835 pt
20位	235,485,529 pt
※04/12 21:25 集計時点 BYそくどん


100位	110,577,737 pt
500位	52,466,026 pt
1200位	16,951,104 pt
1300位	14,285,195 pt
1000位	22,808,111 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,897,835 pt
20位	235,485,529 pt
※04/12 21:24 集計時点 BYそくどん


100位	110,577,737 pt
500位	52,401,054 pt
1200位	16,911,877 pt
1300位	14,285,195 pt
1000位	22,808,111 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,897,835 pt
20位	235,485,529 pt
※04/12 21:22 集計時点 BYそくどん


100位	110,577,737 pt
500位	52,401,054 pt
1200位	16,911,877 pt
1300位	14,285,195 pt
1000位	22,808,111 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,897,835 pt
20位	235,485,529 pt
※04/12 21:21 集計時点 BYそくどん


100位	110,577,737 pt
500位	52,401,054 pt
1200位	16,907,075 pt
1300位	14,273,435 pt
1000位	22,808,111 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,829,723 pt
20位	235,485,529 pt
※04/12 21:20 集計時点 BYそくどん


100位	110,577,737 pt
500位	52,401,054 pt
1200位	16,907,075 pt
1300位	14,273,435 pt
1000位	22,808,111 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,829,723 pt
20位	235,485,529 pt
※04/12 21:20 集計時点 BYそくどん


100位	110,577,737 pt
500位	52,401,054 pt
1200位	16,729,373 pt
1300位	14,273,435 pt
1000位	22,808,111 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,829,723 pt
20位	235,485,529 pt
※04/12 21:19 集計時点 BYそくどん


100位	110,577,737 pt
500位	52,362,250 pt
1200位	16,729,373 pt
1300位	14,273,435 pt
1000位	22,808,111 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,829,723 pt
20位	235,485,529 pt
※04/12 21:18 集計時点 BYそくどん


100位	110,577,737 pt
500位	52,222,823 pt
1200位	16,729,373 pt
1300位	14,236,996 pt
1000位	22,793,648 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,829,723 pt
20位	235,485,529 pt
※04/12 21:16 集計時点 BYそくどん


100位	110,577,737 pt
500位	52,222,823 pt
1200位	16,729,373 pt
1300位	14,215,572 pt
1000位	22,786,498 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,829,723 pt
20位	235,485,529 pt
※04/12 21:15 集計時点 BYそくどん


100位	110,577,737 pt
500位	52,079,472 pt
1200位	16,708,194 pt
1300位	14,171,490 pt
1000位	22,786,498 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,829,723 pt
20位	235,485,529 pt
※04/12 21:13 集計時点 BYそくどん


100位	110,577,737 pt
500位	51,946,819 pt
1200位	16,708,194 pt
1300位	14,171,490 pt
1000位	22,786,498 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,829,723 pt
20位	235,485,529 pt
※04/12 21:11 集計時点 BYそくどん


100位	110,244,566 pt
500位	51,946,819 pt
1200位	16,708,194 pt
1300位	14,158,443 pt
1000位	22,786,498 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,829,723 pt
20位	235,485,529 pt
※04/12 21:10 集計時点 BYそくどん


100位	110,244,566 pt
500位	51,839,419 pt
1200位	16,708,194 pt
1300位	14,131,330 pt
1000位	22,756,934 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,829,723 pt
20位	235,485,529 pt
※04/12 21:09 集計時点 BYそくどん


100位	110,244,566 pt
500位	51,813,022 pt
1200位	16,708,194 pt
1300位	14,131,330 pt
1000位	22,756,934 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,829,723 pt
20位	235,485,529 pt
※04/12 21:08 集計時点 BYそくどん


100位	110,244,566 pt
500位	51,813,022 pt
1200位	16,657,548 pt
1300位	14,131,330 pt
1000位	22,756,934 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,829,723 pt
20位	235,485,529 pt
※04/12 21:06 集計時点 BYそくどん


100位	110,244,566 pt
500位	51,813,022 pt
1200位	16,657,276 pt
1300位	14,131,330 pt
1000位	22,756,934 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,829,723 pt
20位	235,485,529 pt
※04/12 21:05 集計時点 BYそくどん


100位	110,244,566 pt
500位	51,800,744 pt
1200位	16,656,348 pt
1300位	14,131,330 pt
1000位	22,681,755 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	391,829,723 pt
20位	235,485,529 pt
※04/12 21:03 集計時点 BYそくどん


100位	109,866,307 pt
500位	51,782,477 pt
1200位	16,656,348 pt
1300位	14,131,330 pt
1000位	22,681,755 pt
	1位	785,709,801 pt
10位	396,196,194 pt
	11位	382,933,331 pt
20位	235,485,529 pt
※04/12 21:01 集計時点 BYそくどん


100位	109,866,307 pt
500位	51,782,477 pt
1200位	16,656,348 pt
1300位	14,101,793 pt
1000位	22,681,755 pt
	1位	785,709,801 pt
10位	394,451,527 pt
	11位	382,933,331 pt
20位	235,485,529 pt
※04/12 21:00 集計時点 BYそくどん


100位	109,866,307 pt
500位	51,782,477 pt
1200位	16,656,348 pt
1300位	14,101,793 pt
1000位	22,681,755 pt
	1位	785,709,801 pt
10位	386,234,431 pt
	11位	382,933,331 pt
20位	235,485,529 pt
※04/12 20:59 集計時点 BYそくどん


100位	109,866,307 pt
500位	51,727,683 pt
1200位	16,656,348 pt
1300位	14,101,793 pt
1000位	22,681,755 pt
	1位	785,709,801 pt
10位	382,933,331 pt
	11位	380,096,450 pt
20位	235,485,529 pt
※04/12 20:58 集計時点 BYそくどん


100位	109,866,307 pt
500位	51,727,683 pt
1200位	16,656,348 pt
1300位	14,101,793 pt
1000位	22,674,279 pt
	1位	785,709,801 pt
10位	382,933,331 pt
	11位	377,497,556 pt
20位	235,260,036 pt
※04/12 20:56 集計時点 BYそくどん


100位	109,866,307 pt
500位	51,722,217 pt
1200位	16,656,348 pt
1300位	14,093,784 pt
1000位	22,669,420 pt
	1位	785,709,801 pt
10位	382,933,331 pt
	11位	377,054,214 pt
20位	235,260,036 pt
※04/12 20:55 集計時点 BYそくどん


100位	109,866,307 pt
500位	51,585,595 pt
1200位	16,587,417 pt
1300位	14,093,784 pt
1000位	22,669,420 pt
	1位	785,709,801 pt
10位	382,933,331 pt
	11位	376,522,969 pt
20位	235,260,036 pt
※04/12 20:53 集計時点 BYそくどん


100位	109,866,307 pt
500位	51,585,595 pt
1200位	16,563,703 pt
1300位	14,093,784 pt
1000位	22,558,845 pt
	1位	785,709,801 pt
10位	382,933,331 pt
	11位	375,494,877 pt
20位	235,260,036 pt
※04/12 20:51 集計時点 BYそくどん


100位	109,866,307 pt
500位	51,585,595 pt
1200位	16,563,703 pt
1300位	14,093,784 pt
1000位	22,558,845 pt
	1位	785,709,801 pt
10位	382,933,331 pt
	11位	375,494,877 pt
20位	235,260,036 pt
※04/12 20:50 集計時点 BYそくどん


100位	109,644,905 pt
500位	51,585,595 pt
1200位	16,563,703 pt
1300位	14,061,229 pt
1000位	22,504,803 pt
	1位	785,709,801 pt
10位	382,673,441 pt
	11位	375,242,631 pt
20位	235,260,036 pt
※04/12 20:49 集計時点 BYそくどん


100位	109,644,905 pt
500位	51,585,595 pt
1200位	16,563,703 pt
1300位	14,061,229 pt
1000位	22,504,803 pt
	1位	785,709,801 pt
10位	382,673,441 pt
	11位	375,242,631 pt
20位	235,260,036 pt
※04/12 20:48 集計時点 BYそくどん


100位	109,644,905 pt
500位	51,585,595 pt
1200位	16,533,768 pt
1300位	14,061,229 pt
1000位	22,504,803 pt
	1位	785,709,801 pt
10位	378,612,079 pt
	11位	374,990,385 pt
20位	235,260,036 pt
※04/12 20:46 集計時点 BYそくどん


100位	109,644,905 pt
500位	51,543,284 pt
1200位	16,533,768 pt
1300位	14,061,229 pt
1000位	22,504,803 pt
	1位	785,709,801 pt
10位	378,612,079 pt
	11位	374,990,385 pt
20位	235,034,543 pt
※04/12 20:45 集計時点 BYそくどん


100位	109,539,297 pt
500位	51,394,279 pt
1200位	16,533,768 pt
1300位	14,023,114 pt
1000位	22,447,479 pt
	1位	785,709,801 pt
10位	378,612,079 pt
	11位	374,990,385 pt
20位	235,034,543 pt
※04/12 20:43 集計時点 BYそくどん


100位	109,539,297 pt
500位	51,389,711 pt
1200位	16,533,768 pt
1300位	14,023,114 pt
1000位	22,439,257 pt
	1位	785,709,801 pt
10位	378,612,079 pt
	11位	374,715,208 pt
20位	235,034,543 pt
※04/12 20:41 集計時点 BYそくどん


100位	109,539,297 pt
500位	51,389,711 pt
1200位	16,533,768 pt
1300位	14,023,114 pt
1000位	22,428,953 pt
	1位	785,709,801 pt
10位	378,612,079 pt
	11位	374,715,208 pt
20位	235,034,543 pt
※04/12 20:40 集計時点 BYそくどん


100位	109,539,297 pt
500位	51,389,711 pt
1200位	16,533,768 pt
1300位	14,013,052 pt
1000位	22,398,492 pt
	1位	785,709,801 pt
10位	378,612,079 pt
	11位	374,436,209 pt
20位	235,034,543 pt
※04/12 20:39 集計時点 BYそくどん


100位	109,539,297 pt
500位	51,389,711 pt
1200位	16,533,768 pt
1300位	14,013,052 pt
1000位	22,398,492 pt
	1位	785,709,801 pt
10位	378,191,670 pt
	11位	374,161,032 pt
20位	235,034,543 pt
※04/12 20:38 集計時点 BYそくどん


100位	109,539,297 pt
500位	51,389,711 pt
1200位	16,533,768 pt
1300位	14,013,052 pt
1000位	22,334,014 pt
	1位	785,709,801 pt
10位	378,190,878 pt
	11位	373,908,786 pt
20位	235,034,543 pt
※04/12 20:37 集計時点 BYそくどん


100位	109,539,297 pt
500位	51,389,711 pt
1200位	16,533,768 pt
1300位	14,013,052 pt
1000位	22,334,014 pt
	1位	785,709,801 pt
10位	378,190,878 pt
	11位	373,908,786 pt
20位	235,034,543 pt
※04/12 20:36 集計時点 BYそくどん


100位	109,539,297 pt
500位	51,389,711 pt
1200位	16,533,768 pt
1300位	14,013,052 pt
1000位	22,317,415 pt
	1位	785,709,801 pt
10位	378,190,878 pt
	11位	373,140,582 pt
20位	235,034,543 pt
※04/12 20:34 集計時点 BYそくどん


100位	109,539,297 pt
500位	51,389,711 pt
1200位	16,533,768 pt
1300位	14,013,052 pt
1000位	22,317,415 pt
	1位	785,709,801 pt
10位	378,190,878 pt
	11位	373,140,582 pt
20位	235,034,543 pt
※04/12 20:33 集計時点 BYそくどん


100位	109,539,297 pt
500位	51,389,711 pt
1200位	16,533,768 pt
1300位	13,988,823 pt
1000位	22,317,415 pt
	1位	785,709,801 pt
10位	378,190,878 pt
	11位	373,140,582 pt
20位	235,014,635 pt
※04/12 20:32 集計時点 BYそくどん


100位	109,539,297 pt
500位	51,389,711 pt
1200位	16,533,768 pt
1300位	13,988,823 pt
1000位	22,317,415 pt
	1位	785,709,801 pt
10位	378,190,878 pt
	11位	373,140,582 pt
20位	235,014,635 pt
※04/12 20:31 集計時点 BYそくどん


100位	109,539,297 pt
500位	51,389,711 pt
1200位	16,533,768 pt
1300位	13,988,823 pt
1000位	22,317,415 pt
	1位	785,709,801 pt
10位	378,190,878 pt
	11位	372,609,337 pt
20位	235,014,635 pt
※04/12 20:30 集計時点 BYそくどん


100位	109,539,297 pt
500位	51,389,711 pt
1200位	16,533,768 pt
1300位	13,988,823 pt
1000位	22,317,415 pt
	1位	785,709,801 pt
10位	378,190,878 pt
	11位	372,089,558 pt
20位	235,014,635 pt
※04/12 20:29 集計時点 BYそくどん


100位	109,539,297 pt
500位	51,389,711 pt
1200位	16,503,472 pt
1300位	13,988,823 pt
1000位	22,317,415 pt
	1位	785,709,801 pt
10位	378,190,878 pt
	11位	371,760,874 pt
20位	235,014,635 pt
※04/12 20:28 集計時点 BYそくどん


100位	109,539,297 pt
500位	51,389,711 pt
1200位	16,503,472 pt
1300位	13,988,823 pt
1000位	22,317,415 pt
	1位	785,709,801 pt
10位	377,961,564 pt
	11位	370,140,386 pt
20位	235,014,635 pt
※04/12 20:26 集計時点 BYそくどん


100位	109,539,297 pt
500位	51,370,764 pt
1200位	16,503,472 pt
1300位	13,988,823 pt
1000位	22,317,415 pt
	1位	785,709,801 pt
10位	377,961,564 pt
	11位	370,140,386 pt
20位	235,014,635 pt
※04/12 20:25 集計時点 BYそくどん


100位	109,539,297 pt
500位	51,370,764 pt
1200位	16,503,472 pt
1300位	13,988,823 pt
1000位	22,297,495 pt
	1位	785,709,801 pt
10位	377,961,564 pt
	11位	369,318,676 pt
20位	234,994,727 pt
※04/12 20:23 集計時点 BYそくどん


100位	109,304,486 pt
500位	51,259,593 pt
1200位	16,503,472 pt
1300位	13,979,557 pt
1000位	22,297,495 pt
	1位	785,709,801 pt
10位	377,961,564 pt
	11位	368,814,184 pt
20位	234,994,727 pt
※04/12 20:21 集計時点 BYそくどん


100位	109,274,510 pt
500位	51,199,561 pt
1200位	16,503,472 pt
1300位	13,979,557 pt
1000位	22,297,495 pt
	1位	785,709,801 pt
10位	377,961,564 pt
	11位	368,813,392 pt
20位	234,994,727 pt
※04/12 20:20 集計時点 BYそくどん


100位	109,274,510 pt
500位	51,199,561 pt
1200位	16,503,472 pt
1300位	13,979,557 pt
1000位	22,297,495 pt
	1位	785,709,801 pt
10位	377,961,564 pt
	11位	368,813,120 pt
20位	234,994,727 pt
※04/12 20:19 集計時点 BYそくどん


100位	109,274,510 pt
500位	51,199,561 pt
1200位	16,503,472 pt
1300位	13,979,557 pt
1000位	22,297,495 pt
	1位	785,709,801 pt
10位	377,898,870 pt
	11位	368,813,120 pt
20位	234,994,727 pt
※04/12 20:18 集計時点 BYそくどん


100位	109,274,510 pt
500位	51,150,514 pt
1200位	16,503,472 pt
1300位	13,979,557 pt
1000位	22,199,866 pt
	1位	785,709,801 pt
10位	373,767,390 pt
	11位	368,813,120 pt
20位	234,994,727 pt
※04/12 20:16 集計時点 BYそくどん


100位	109,274,510 pt
500位	51,150,514 pt
1200位	16,503,472 pt
1300位	13,979,557 pt
1000位	22,199,866 pt
	1位	785,709,801 pt
10位	373,767,390 pt
	11位	368,813,120 pt
20位	234,994,727 pt
※04/12 20:15 集計時点 BYそくどん


100位	109,274,510 pt
500位	51,150,514 pt
1200位	16,498,181 pt
1300位	13,979,557 pt
1000位	22,182,269 pt
	1位	785,709,801 pt
10位	373,767,390 pt
	11位	368,293,341 pt
20位	234,994,727 pt
※04/12 20:13 集計時点 BYそくどん


100位	109,274,510 pt
500位	51,150,514 pt
1200位	16,498,181 pt
1300位	13,955,045 pt
1000位	22,181,138 pt
	1位	785,709,801 pt
10位	373,767,390 pt
	11位	367,754,452 pt
20位	234,994,727 pt
※04/12 20:11 集計時点 BYそくどん


100位	109,234,633 pt
500位	51,150,514 pt
1200位	16,498,181 pt
1300位	13,955,045 pt
1000位	22,157,038 pt
	1位	785,709,801 pt
10位	373,767,390 pt
	11位	367,211,741 pt
20位	234,994,727 pt
※04/12 20:10 集計時点 BYそくどん


100位	109,059,884 pt
500位	51,133,901 pt
1200位	16,498,181 pt
1300位	13,955,045 pt
1000位	22,156,153 pt
	1位	785,709,801 pt
10位	373,767,390 pt
	11位	366,741,646 pt
20位	234,784,522 pt
※04/12 20:09 集計時点 BYそくどん


100位	109,059,884 pt
500位	51,133,901 pt
1200位	16,467,305 pt
1300位	13,921,747 pt
1000位	22,156,153 pt
	1位	785,709,801 pt
10位	373,767,390 pt
	11位	366,237,154 pt
20位	234,784,522 pt
※04/12 20:08 集計時点 BYそくどん


100位	109,059,884 pt
500位	51,133,901 pt
1200位	16,467,305 pt
1300位	13,921,747 pt
1000位	22,156,153 pt
	1位	785,709,801 pt
10位	373,767,390 pt
	11位	365,679,156 pt
20位	234,784,522 pt
※04/12 20:06 集計時点 BYそくどん


100位	109,059,884 pt
500位	50,874,880 pt
1200位	16,467,305 pt
1300位	13,921,747 pt
1000位	22,156,153 pt
	1位	785,709,801 pt
10位	373,767,390 pt
	11位	365,678,364 pt
20位	234,784,522 pt
※04/12 20:05 集計時点 BYそくどん


100位	109,059,884 pt
500位	50,874,880 pt
1200位	16,467,305 pt
1300位	13,921,747 pt
1000位	22,130,688 pt
	1位	785,709,801 pt
10位	373,767,254 pt
	11位	365,173,872 pt
20位	234,784,522 pt
※04/12 20:03 集計時点 BYそくどん


100位	107,384,113 pt
500位	50,687,846 pt
1200位	16,467,305 pt
1300位	13,921,747 pt
1000位	22,117,445 pt
	1位	785,709,801 pt
10位	373,766,190 pt
	11位	364,630,685 pt
20位	234,784,522 pt
※04/12 20:01 集計時点 BYそくどん


100位	107,384,113 pt
500位	50,626,335 pt
1200位	16,467,305 pt
1300位	13,901,010 pt
1000位	22,117,445 pt
	1位	785,709,801 pt
10位	373,766,190 pt
	11位	364,114,727 pt
20位	234,784,522 pt
※04/12 20:00 集計時点 BYそくどん


100位	107,384,113 pt
500位	50,626,335 pt
1200位	16,467,305 pt
1300位	13,901,010 pt
1000位	22,117,445 pt
	1位	785,709,801 pt
10位	373,766,190 pt
	11位	364,113,799 pt
20位	234,784,522 pt
※04/12 19:59 集計時点 BYそくどん


100位	107,384,113 pt
500位	50,626,335 pt
1200位	16,467,305 pt
1300位	13,901,010 pt
1000位	22,117,445 pt
	1位	785,709,801 pt
10位	373,766,190 pt
	11位	363,861,417 pt
20位	234,784,522 pt
※04/12 19:58 集計時点 BYそくどん


100位	107,364,394 pt
500位	50,626,335 pt
1200位	16,467,305 pt
1300位	13,901,010 pt
1000位	22,117,445 pt
	1位	785,709,801 pt
10位	373,766,190 pt
	11位	363,165,829 pt
20位	234,784,522 pt
※04/12 19:56 集計時点 BYそくどん


100位	107,364,394 pt
500位	50,626,335 pt
1200位	16,467,305 pt
1300位	13,901,010 pt
1000位	22,117,445 pt
	1位	785,709,801 pt
10位	373,766,190 pt
	11位	363,165,829 pt
20位	234,784,522 pt
※04/12 19:55 集計時点 BYそくどん


100位	107,364,394 pt
500位	50,551,846 pt
1200位	16,446,472 pt
1300位	13,901,010 pt
1000位	22,105,433 pt
	1位	785,709,801 pt
10位	373,766,190 pt
	11位	363,165,829 pt
20位	234,784,522 pt
※04/12 19:53 集計時点 BYそくどん


100位	107,364,394 pt
500位	50,465,673 pt
1200位	16,446,472 pt
1300位	13,842,581 pt
1000位	22,092,768 pt
	1位	785,709,801 pt
10位	373,766,190 pt
	11位	363,165,829 pt
20位	234,784,522 pt
※04/12 19:51 集計時点 BYそくどん


100位	107,364,394 pt
500位	50,465,673 pt
1200位	16,369,705 pt
1300位	13,842,581 pt
1000位	22,071,096 pt
	1位	785,709,801 pt
10位	373,766,190 pt
	11位	363,165,829 pt
20位	234,784,522 pt
※04/12 19:50 集計時点 BYそくどん


100位	107,364,394 pt
500位	50,465,673 pt
1200位	16,352,107 pt
1300位	13,842,581 pt
1000位	22,053,793 pt
	1位	785,709,801 pt
10位	373,766,190 pt
	11位	363,165,829 pt
20位	234,784,522 pt
※04/12 19:49 集計時点 BYそくどん


100位	107,364,394 pt
500位	50,393,533 pt
1200位	16,352,107 pt
1300位	13,842,581 pt
1000位	22,053,793 pt
	1位	785,709,801 pt
10位	373,766,190 pt
	11位	363,165,829 pt
20位	234,784,522 pt
※04/12 19:48 集計時点 BYそくどん


100位	107,364,394 pt
500位	50,393,533 pt
1200位	16,331,802 pt
1300位	13,842,581 pt
1000位	22,053,793 pt
	1位	785,709,801 pt
10位	373,766,190 pt
	11位	363,165,829 pt
20位	234,784,522 pt
※04/12 19:46 集計時点 BYそくどん


100位	107,364,394 pt
500位	50,393,533 pt
1200位	16,331,802 pt
1300位	13,840,497 pt
1000位	22,053,793 pt
	1位	785,709,801 pt
10位	373,766,190 pt
	11位	363,165,829 pt
20位	234,784,522 pt
※04/12 19:45 集計時点 BYそくどん


100位	107,364,394 pt
500位	50,382,708 pt
1200位	16,331,802 pt
1300位	13,840,497 pt
1000位	21,979,230 pt
	1位	785,709,801 pt
10位	373,766,190 pt
	11位	363,165,829 pt
20位	234,784,522 pt
※04/12 19:43 集計時点 BYそくどん


100位	106,220,341 pt
500位	50,382,708 pt
1200位	16,331,802 pt
1300位	13,840,497 pt
