100位	72,019,207 pt
※11/03 16:39 集計時点 BYそくどん


100位	64,738,574 pt
500位	16,107,765 pt
1200位	3,129,179 pt
1300位	2,725,688 pt
1000位	4,551,774 pt
	1位	529,426,196 pt
10位	192,230,509 pt
	11位	191,102,015 pt
20位	140,933,594 pt
※11/03 16:38 集計時点 BYそくどん


100位	64,215,758 pt
500位	16,048,301 pt
1200位	3,109,706 pt
1300位	2,713,438 pt
1000位	4,551,774 pt
	1位	529,426,196 pt
10位	192,200,747 pt
	11位	190,609,490 pt
20位	140,933,594 pt
※11/03 16:36 集計時点 BYそくどん


100位	64,215,758 pt
500位	16,048,301 pt
1200位	3,109,077 pt
1300位	2,708,289 pt
1000位	4,539,407 pt
	1位	529,426,196 pt
10位	192,154,307 pt
	11位	190,609,490 pt
20位	140,933,594 pt
※11/03 16:35 集計時点 BYそくどん


100位	64,215,758 pt
100位	64,215,758 pt
1200位	3,100,304 pt
1300位	2,708,289 pt
1000位	4,539,407 pt
	1位	529,426,196 pt
10位	192,154,307 pt
	11位	189,951,366 pt
20位	140,933,594 pt
※11/03 16:33 集計時点 BYそくどん


100位	64,053,771 pt
500位	16,014,068 pt
1200位	3,092,787 pt
1300位	2,708,289 pt
1000位	4,534,061 pt
	1位	528,848,331 pt
10位	192,154,307 pt
	11位	189,932,016 pt
20位	140,933,594 pt
※11/03 16:31 集計時点 BYそくどん


100位	64,052,979 pt
500位	16,014,068 pt
1200位	3,092,787 pt
1300位	2,706,312 pt
1000位	4,533,497 pt
	1位	528,848,331 pt
10位	192,154,307 pt
	11位	189,932,016 pt
20位	140,933,594 pt
※11/03 16:30 集計時点 BYそくどん


100位	64,039,129 pt
500位	16,014,068 pt
1200位	3,092,787 pt
1300位	2,693,345 pt
1000位	4,533,497 pt
	1位	527,879,872 pt
10位	192,154,307 pt
	11位	184,138,716 pt
20位	140,933,594 pt
※11/03 16:29 集計時点 BYそくどん


100位	63,926,793 pt
500位	16,014,068 pt
1200位	3,092,787 pt
1300位	2,693,345 pt
1000位	4,521,937 pt
	1位	527,879,872 pt
10位	192,150,155 pt
	11位	184,138,716 pt
20位	140,933,594 pt
※11/03 16:28 集計時点 BYそくどん


100位	63,926,793 pt
500位	16,000,224 pt
1200位	3,071,856 pt
1300位	2,687,568 pt
1000位	4,519,489 pt
	1位	527,879,872 pt
10位	192,150,155 pt
	11位	184,138,716 pt
20位	140,933,594 pt
※11/03 16:26 集計時点 BYそくどん


100位	63,926,793 pt
500位	15,918,117 pt
1200位	3,071,856 pt
1300位	2,681,028 pt
1000位	4,499,179 pt
	1位	527,879,872 pt
10位	192,150,155 pt
	11位	184,138,716 pt
20位	140,933,594 pt
※11/03 16:25 集計時点 BYそくどん


100位	63,926,793 pt
500位	15,918,117 pt
1200位	3,071,856 pt
1300位	2,681,028 pt
1000位	4,466,553 pt
	1位	527,879,872 pt
10位	192,150,155 pt
	11位	184,138,716 pt
20位	140,933,594 pt
※11/03 16:23 集計時点 BYそくどん


100位	63,749,813 pt
500位	15,908,242 pt
1200位	3,064,107 pt
1300位	2,677,227 pt
1000位	4,465,133 pt
	1位	527,879,872 pt
10位	192,150,155 pt
	11位	184,138,716 pt
20位	140,933,594 pt
※11/03 16:21 集計時点 BYそくどん


100位	63,749,813 pt
500位	15,908,242 pt
1200位	3,063,584 pt
1300位	2,677,227 pt
1000位	4,464,865 pt
	1位	527,879,872 pt
10位	192,150,155 pt
	11位	184,138,716 pt
20位	140,933,594 pt
※11/03 16:20 集計時点 BYそくどん


100位	63,749,813 pt
500位	15,908,242 pt
1200位	3,060,854 pt
1300位	2,677,227 pt
1000位	4,464,865 pt
	1位	527,879,872 pt
10位	192,150,155 pt
	11位	184,138,716 pt
20位	140,933,594 pt
※11/03 16:19 集計時点 BYそくどん


100位	63,749,813 pt
500位	15,705,111 pt
1200位	3,058,143 pt
1300位	2,673,115 pt
1000位	4,464,865 pt
	1位	527,879,872 pt
10位	192,150,155 pt
	11位	184,138,716 pt
20位	140,933,594 pt
※11/03 16:18 集計時点 BYそくどん


100位	63,749,813 pt
500位	15,705,111 pt
1200位	3,054,885 pt
1300位	2,671,490 pt
1000位	4,460,868 pt
	1位	527,879,872 pt
10位	185,433,987 pt
	11位	183,769,524 pt
20位	140,933,594 pt
※11/03 16:16 集計時点 BYそくどん


100位	63,749,813 pt
500位	15,547,323 pt
1200位	3,050,220 pt
1300位	2,671,490 pt
1000位	4,427,368 pt
	1位	527,879,872 pt
10位	183,370,952 pt
	11位	173,723,472 pt
20位	140,933,594 pt
※11/03 16:15 集計時点 BYそくどん


100位	63,749,813 pt
500位	15,547,323 pt
1200位	3,047,664 pt
1300位	2,664,549 pt
	1位	527,291,306 pt
10位	183,049,916 pt
	11位	166,763,833 pt
20位	136,397,356 pt
※11/03 16:13 集計時点 BYそくどん


100位	63,749,813 pt
500位	15,544,927 pt
1200位	3,042,815 pt
1300位	2,657,292 pt
1000位	4,423,791 pt
	1位	527,291,306 pt
10位	182,648,837 pt
	11位	166,762,997 pt
20位	136,341,628 pt
※11/03 16:11 集計時点 BYそくどん


100位	63,749,813 pt
500位	15,544,927 pt
1200位	3,042,815 pt
1300位	2,655,634 pt
1000位	4,423,791 pt
	1位	527,291,306 pt
10位	182,648,837 pt
	11位	166,669,343 pt
20位	136,341,628 pt
※11/03 16:10 集計時点 BYそくどん


100位	63,749,813 pt
500位	15,544,927 pt
1200位	3,042,815 pt
1300位	2,654,685 pt
1000位	4,423,791 pt
	1位	527,291,306 pt
10位	182,648,837 pt
	11位	166,669,343 pt
20位	136,288,222 pt
※11/03 16:09 集計時点 BYそくどん


100位	63,749,813 pt
500位	15,544,927 pt
1200位	3,041,584 pt
1300位	2,654,685 pt
1000位	4,365,501 pt
	1位	527,291,306 pt
10位	182,648,837 pt
	11位	166,669,343 pt
20位	136,288,222 pt
※11/03 16:08 集計時点 BYそくどん


100位	63,749,813 pt
500位	15,544,927 pt
1200位	3,034,892 pt
1300位	2,654,685 pt
1000位	4,365,501 pt
	1位	527,291,306 pt
10位	182,648,837 pt
	11位	165,093,404 pt
20位	136,288,222 pt
※11/03 16:06 集計時点 BYそくどん


100位	63,733,352 pt
500位	15,544,927 pt
1200位	3,023,214 pt
1300位	2,633,896 pt
1000位	4,365,501 pt
	1位	527,291,306 pt
10位	182,648,837 pt
	11位	164,073,154 pt
20位	136,288,222 pt
※11/03 16:05 集計時点 BYそくどん


100位	63,437,817 pt
500位	15,406,915 pt
1000位	4,349,140 pt
	1位	527,291,306 pt
10位	182,648,837 pt
	11位	162,949,527 pt
20位	136,288,222 pt
※11/03 16:03 集計時点 BYそくどん


100位	63,437,817 pt
500位	15,369,802 pt
1200位	3,012,798 pt
1300位	2,629,007 pt
1000位	4,349,140 pt
	1位	527,291,306 pt
10位	182,648,837 pt
	11位	162,250,142 pt
20位	136,288,222 pt
※11/03 16:01 集計時点 BYそくどん


100位	63,437,817 pt
500位	15,369,802 pt
1200位	3,010,454 pt
1300位	2,617,785 pt
1000位	4,329,456 pt
	1位	527,291,306 pt
10位	182,648,837 pt
	11位	161,266,371 pt
20位	136,288,222 pt
※11/03 16:00 集計時点 BYそくどん


100位	63,437,817 pt
500位	15,369,802 pt
1200位	3,010,454 pt
1300位	2,617,785 pt
1000位	4,307,589 pt
	1位	527,291,306 pt
10位	182,648,837 pt
	11位	161,265,443 pt
20位	136,288,222 pt
※11/03 15:59 集計時点 BYそくどん


100位	63,437,817 pt
500位	15,369,802 pt
1200位	3,009,846 pt
1300位	2,613,923 pt
1000位	4,307,589 pt
	1位	527,291,306 pt
10位	182,648,837 pt
	11位	161,264,311 pt
20位	136,288,222 pt
※11/03 15:58 集計時点 BYそくどん


100位	63,100,240 pt
500位	15,369,802 pt
1200位	3,009,846 pt
1300位	2,613,923 pt
1000位	4,307,589 pt
	1位	527,291,306 pt
10位	182,648,837 pt
	11位	161,263,043 pt
20位	135,753,162 pt
※11/03 15:56 集計時点 BYそくどん


100位	63,100,240 pt
500位	15,322,971 pt
1200位	3,009,846 pt
1300位	2,613,923 pt
1000位	4,288,948 pt
	1位	527,291,306 pt
10位	182,648,837 pt
	11位	161,262,907 pt
20位	135,753,162 pt
※11/03 15:55 集計時点 BYそくどん


100位	63,100,240 pt
500位	15,263,012 pt
1200位	3,008,249 pt
1300位	2,613,923 pt
1000位	4,276,055 pt
	1位	527,291,306 pt
10位	182,648,837 pt
	11位	161,261,775 pt
20位	135,753,162 pt
※11/03 15:53 集計時点 BYそくどん


100位	63,100,240 pt
500位	15,163,772 pt
1200位	2,984,213 pt
1300位	2,599,853 pt
1000位	4,276,055 pt
	1位	527,291,306 pt
10位	182,648,837 pt
	11位	161,260,167 pt
20位	135,753,162 pt
※11/03 15:51 集計時点 BYそくどん


100位	63,100,240 pt
500位	15,163,772 pt
1200位	2,936,130 pt
1300位	2,586,312 pt
1000位	4,261,753 pt
	1位	527,291,306 pt
10位	182,648,837 pt
	11位	161,260,167 pt
20位	135,753,162 pt
※11/03 15:50 集計時点 BYそくどん


100位	63,100,240 pt
500位	15,163,772 pt
1200位	2,936,130 pt
1300位	2,586,312 pt
1000位	4,261,753 pt
	1位	527,291,306 pt
10位	182,648,837 pt
	11位	161,260,167 pt
20位	135,753,162 pt
※11/03 15:49 集計時点 BYそくどん


100位	63,100,240 pt
500位	15,163,772 pt
1200位	2,935,845 pt
1300位	2,586,312 pt
1000位	4,234,591 pt
	1位	527,291,306 pt
10位	182,648,837 pt
	11位	161,260,167 pt
20位	135,753,162 pt
※11/03 15:48 集計時点 BYそくどん


100位	63,100,240 pt
500位	15,121,175 pt
1200位	2,935,845 pt
1300位	2,575,905 pt
1000位	4,234,591 pt
	1位	526,713,441 pt
10位	173,905,709 pt
	11位	161,260,167 pt
20位	135,753,162 pt
※11/03 15:46 集計時点 BYそくどん


100位	63,100,240 pt
500位	14,980,795 pt
1200位	2,935,845 pt
1300位	2,573,428 pt
1000位	4,220,382 pt
	1位	525,167,117 pt
10位	166,603,410 pt
	11位	161,260,167 pt
20位	135,753,162 pt
※11/03 15:45 集計時点 BYそくどん


100位	63,100,240 pt
500位	14,930,726 pt
1200位	2,935,845 pt
1300位	2,573,388 pt
1000位	4,220,382 pt
	1位	525,167,117 pt
10位	163,531,893 pt
	11位	161,260,167 pt
20位	135,753,162 pt
※11/03 15:43 集計時点 BYそくどん


100位	63,100,240 pt
500位	14,910,859 pt
1200位	2,933,539 pt
1300位	2,572,127 pt
1000位	4,220,382 pt
	1位	524,000,686 pt
10位	162,479,566 pt
	11位	161,260,167 pt
20位	135,753,162 pt
※11/03 15:41 集計時点 BYそくどん


100位	63,100,240 pt
500位	14,910,859 pt
1200位	2,933,221 pt
1300位	2,565,135 pt
1000位	4,208,535 pt
	1位	524,000,686 pt
10位	162,479,566 pt
	11位	161,260,167 pt
20位	135,753,162 pt
※11/03 15:40 集計時点 BYそくどん


100位	63,100,240 pt
500位	14,907,853 pt
1200位	2,933,221 pt
1300位	2,565,135 pt
1000位	4,208,535 pt
	1位	524,000,686 pt
10位	162,479,566 pt
	11位	161,259,035 pt
20位	135,710,592 pt
※11/03 15:39 集計時点 BYそくどん


100位	63,100,240 pt
500位	14,907,853 pt
1200位	2,933,221 pt
1300位	2,565,135 pt
1000位	4,208,535 pt
	1位	524,000,686 pt
10位	162,479,566 pt
	11位	161,259,035 pt
20位	135,710,592 pt
※11/03 15:38 集計時点 BYそくどん


100位	63,100,240 pt
500位	14,907,853 pt
1200位	2,921,479 pt
1300位	2,540,222 pt
1000位	4,207,144 pt
	1位	523,048,279 pt
10位	161,259,035 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:36 集計時点 BYそくどん


100位	63,100,240 pt
500位	14,907,853 pt
1200位	2,921,479 pt
1300位	2,540,222 pt
1000位	4,203,181 pt
	1位	522,668,386 pt
10位	161,258,899 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:35 集計時点 BYそくどん


100位	63,100,240 pt
500位	14,907,853 pt
1200位	2,914,699 pt
1300位	2,525,262 pt
1000位	4,203,181 pt
	1位	522,299,194 pt
10位	161,257,971 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:33 集計時点 BYそくどん


100位	63,100,240 pt
500位	14,907,853 pt
1200位	2,906,302 pt
1300位	2,524,451 pt
1000位	4,180,077 pt
	1位	522,299,194 pt
10位	161,256,703 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:31 集計時点 BYそくどん


100位	63,100,240 pt
500位	14,872,628 pt
1200位	2,906,302 pt
1300位	2,521,818 pt
1000位	4,170,406 pt
	1位	522,299,194 pt
10位	161,256,227 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:30 集計時点 BYそくどん


100位	63,100,240 pt
500位	14,872,628 pt
1200位	2,906,302 pt
1300位	2,521,818 pt
1000位	4,170,406 pt
	1位	522,299,194 pt
10位	161,255,299 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:29 集計時点 BYそくどん


100位	63,100,240 pt
500位	14,766,904 pt
1200位	2,905,504 pt
1300位	2,521,818 pt
1000位	4,170,406 pt
	1位	522,299,194 pt
10位	161,255,299 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:28 集計時点 BYそくどん


100位	63,100,240 pt
500位	14,766,904 pt
1200位	2,903,989 pt
1300位	2,520,040 pt
1000位	4,170,406 pt
	1位	522,299,194 pt
10位	160,586,133 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:26 集計時点 BYそくどん


100位	62,919,788 pt
500位	14,766,904 pt
1200位	2,887,657 pt
1300位	2,518,384 pt
1000位	4,155,766 pt
	1位	522,299,194 pt
10位	160,586,133 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:25 集計時点 BYそくどん


100位	62,620,154 pt
500位	14,766,904 pt
1200位	2,887,657 pt
1300位	2,518,384 pt
1000位	4,155,766 pt
	1位	522,299,194 pt
10位	160,586,133 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:24 集計時点 BYそくどん


100位	62,620,154 pt
500位	14,766,904 pt
1200位	2,886,250 pt
1300位	2,508,133 pt
1000位	4,134,634 pt
	1位	521,919,301 pt
10位	160,586,133 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:22 集計時点 BYそくどん


100位	62,620,154 pt
500位	14,766,904 pt
1200位	2,874,920 pt
1300位	2,508,133 pt
1000位	4,123,195 pt
	1位	521,919,301 pt
10位	160,586,133 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:21 集計時点 BYそくどん


100位	62,620,154 pt
500位	14,761,908 pt
1200位	2,869,480 pt
1300位	2,494,802 pt
1000位	4,123,195 pt
	1位	521,919,301 pt
10位	160,585,205 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:20 集計時点 BYそくどん


100位	62,620,154 pt
500位	14,761,908 pt
1200位	2,868,721 pt
1300位	2,490,905 pt
1000位	4,123,195 pt
	1位	521,919,301 pt
10位	160,585,205 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:19 集計時点 BYそくどん


100位	62,469,983 pt
500位	14,761,908 pt
1200位	2,867,729 pt
1300位	2,483,837 pt
1000位	4,098,678 pt
	1位	521,919,301 pt
10位	160,585,205 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:18 集計時点 BYそくどん


100位	62,469,983 pt
500位	14,565,229 pt
1200位	2,867,729 pt
1300位	2,476,612 pt
1000位	4,096,903 pt
	1位	521,919,301 pt
10位	160,585,205 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:17 集計時点 BYそくどん


100位	62,469,983 pt
500位	14,565,229 pt
1200位	2,867,729 pt
1300位	2,474,131 pt
1000位	4,096,903 pt
	1位	521,919,301 pt
10位	160,585,205 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:16 集計時点 BYそくどん


100位	62,469,983 pt
500位	14,565,229 pt
1200位	2,867,729 pt
1300位	2,470,276 pt
1000位	4,096,903 pt
	1位	521,919,301 pt
10位	160,585,205 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:15 集計時点 BYそくどん


100位	62,469,983 pt
500位	14,565,229 pt
1200位	2,865,606 pt
1300位	2,470,276 pt
1000位	4,096,903 pt
	1位	521,919,301 pt
10位	160,585,205 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:13 集計時点 BYそくどん


100位	62,292,975 pt
500位	14,565,229 pt
1200位	2,863,998 pt
1300位	2,468,251 pt
1000位	4,096,903 pt
	1位	521,919,301 pt
10位	160,585,001 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:11 集計時点 BYそくどん


100位	62,292,975 pt
500位	14,565,229 pt
1200位	2,863,998 pt
1300位	2,468,251 pt
1000位	4,067,318 pt
	1位	521,919,301 pt
10位	160,585,001 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:10 集計時点 BYそくどん


100位	62,292,975 pt
500位	14,565,229 pt
1200位	2,863,998 pt
1300位	2,454,382 pt
1000位	4,067,318 pt
	1位	521,341,436 pt
10位	160,585,001 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:09 集計時点 BYそくどん


100位	61,729,536 pt
500位	14,533,195 pt
1200位	2,863,117 pt
1300位	2,437,365 pt
1000位	4,067,318 pt
	1位	521,341,436 pt
10位	160,585,001 pt
	11位	159,414,229 pt
20位	135,710,592 pt
※11/03 15:08 集計時点 BYそくどん


100位	61,729,536 pt
500位	14,411,632 pt
1200位	2,845,740 pt
1300位	2,428,693 pt
1000位	4,060,679 pt
	1位	521,341,436 pt
10位	160,583,869 pt
	11位	159,414,229 pt
20位	135,697,523 pt
※11/03 15:06 集計時点 BYそくどん


100位	61,729,400 pt
500位	14,411,632 pt
1200位	2,845,574 pt
1300位	2,409,375 pt
1000位	4,060,679 pt
	1位	521,341,436 pt
10位	160,583,869 pt
	11位	159,414,229 pt
20位	135,697,523 pt
※11/03 15:05 集計時点 BYそくどん


100位	61,729,400 pt
500位	14,381,743 pt
1200位	2,841,229 pt
1300位	2,408,447 pt
1000位	4,057,682 pt
	1位	521,341,436 pt
10位	160,583,869 pt
	11位	159,414,229 pt
20位	135,697,523 pt
※11/03 15:03 集計時点 BYそくどん


100位	61,729,264 pt
500位	14,149,374 pt
1200位	2,841,218 pt
1300位	2,401,421 pt
1000位	4,017,044 pt
	1位	520,982,945 pt
10位	160,583,869 pt
	11位	159,414,229 pt
20位	134,659,585 pt
※11/03 15:01 集計時点 BYそくどん


100位	61,729,264 pt
500位	14,149,374 pt
1200位	2,837,882 pt
1300位	2,401,421 pt
1000位	4,016,693 pt
	1位	520,255,262 pt
10位	160,583,869 pt
	11位	159,414,229 pt
20位	134,659,585 pt
※11/03 15:00 集計時点 BYそくどん


100位	61,729,264 pt
500位	14,149,374 pt
1200位	2,837,325 pt
1300位	2,396,599 pt
1000位	4,014,724 pt
	1位	520,255,262 pt
10位	160,583,869 pt
	11位	159,414,229 pt
20位	134,659,585 pt
※11/03 14:59 集計時点 BYそくどん


100位	61,474,128 pt
500位	14,149,374 pt
1200位	2,825,729 pt
1300位	2,396,599 pt
1000位	4,014,724 pt
	1位	520,255,262 pt
10位	160,583,869 pt
	11位	159,414,229 pt
20位	134,659,449 pt
※11/03 14:58 集計時点 BYそくどん


100位	61,195,896 pt
500位	14,149,374 pt
1200位	2,809,200 pt
1300位	2,385,903 pt
1000位	3,984,991 pt
	1位	518,008,008 pt
10位	160,583,869 pt
	11位	159,414,229 pt
20位	133,935,113 pt
※11/03 14:56 集計時点 BYそくどん


100位	61,195,896 pt
500位	14,149,374 pt
1200位	2,809,200 pt
1300位	2,381,123 pt
1000位	3,984,991 pt
	1位	518,008,008 pt
10位	160,583,869 pt
	11位	159,414,229 pt
20位	133,383,165 pt
※11/03 14:55 集計時点 BYそくどん


100位	61,195,896 pt
500位	14,101,226 pt
1200位	2,801,912 pt
1300位	2,374,712 pt
1000位	3,970,045 pt
	1位	518,008,008 pt
10位	160,583,869 pt
	11位	159,414,229 pt
20位	132,328,304 pt
※11/03 14:53 集計時点 BYそくどん


100位	61,166,735 pt
500位	14,101,226 pt
1200位	2,800,579 pt
1300位	2,360,910 pt
1000位	3,968,265 pt
	1位	518,008,008 pt
10位	160,583,869 pt
	11位	159,414,229 pt
20位	131,329,832 pt
※11/03 14:51 集計時点 BYそくどん


100位	59,939,278 pt
500位	14,101,226 pt
1200位	2,800,579 pt
1300位	2,329,412 pt
1000位	3,968,265 pt
	1位	518,008,008 pt
10位	160,583,869 pt
	11位	159,414,229 pt
20位	130,880,447 pt
※11/03 14:50 集計時点 BYそくどん


100位	59,939,278 pt
500位	14,101,226 pt
1200位	2,800,579 pt
1300位	2,329,412 pt
1000位	3,968,265 pt
	1位	518,008,008 pt
10位	160,583,869 pt
	11位	159,414,229 pt
20位	130,880,311 pt
※11/03 14:49 集計時点 BYそくどん


100位	59,939,278 pt
500位	14,101,226 pt
1200位	2,799,496 pt
1300位	2,319,157 pt
1000位	3,968,265 pt
	1位	518,008,008 pt
10位	160,583,869 pt
	11位	159,414,229 pt
20位	130,880,311 pt
※11/03 14:48 集計時点 BYそくどん


100位	59,939,278 pt
500位	14,101,226 pt
1200位	2,799,496 pt
1300位	2,319,157 pt
1000位	3,968,265 pt
	1位	518,008,008 pt
10位	160,583,733 pt
	11位	159,414,229 pt
20位	130,880,311 pt
※11/03 14:46 集計時点 BYそくどん


100位	59,939,278 pt
500位	14,101,226 pt
1200位	2,798,864 pt
1300位	2,311,242 pt
1000位	3,964,789 pt
	1位	518,008,008 pt
10位	160,583,733 pt
	11位	159,414,229 pt
20位	130,880,311 pt
※11/03 14:45 集計時点 BYそくどん


100位	59,939,278 pt
500位	14,066,192 pt
1200位	2,786,603 pt
1300位	2,311,242 pt
1000位	3,964,789 pt
	1位	518,008,008 pt
10位	160,583,733 pt
	11位	159,414,229 pt
20位	130,880,311 pt
※11/03 14:43 集計時点 BYそくどん


100位	59,939,278 pt
500位	14,066,192 pt
1200位	2,786,603 pt
1300位	2,311,242 pt
1000位	3,958,518 pt
	1位	518,008,008 pt
10位	160,583,733 pt
	11位	159,414,229 pt
20位	130,880,311 pt
※11/03 14:41 集計時点 BYそくどん


100位	59,939,278 pt
500位	14,010,585 pt
1200位	2,782,923 pt
1300位	2,311,242 pt
1000位	3,954,785 pt
	1位	518,008,008 pt
10位	160,583,733 pt
	11位	159,414,229 pt
20位	130,880,311 pt
※11/03 14:40 集計時点 BYそくどん


100位	59,939,278 pt
500位	14,010,585 pt
1200位	2,782,923 pt
1300位	2,311,242 pt
1000位	3,952,879 pt
	1位	518,008,008 pt
10位	160,583,733 pt
	11位	159,414,229 pt
20位	130,880,311 pt
※11/03 14:39 集計時点 BYそくどん


100位	59,939,278 pt
500位	13,963,071 pt
1200位	2,782,923 pt
1300位	2,311,242 pt
1000位	3,952,879 pt
	1位	518,008,008 pt
10位	160,582,669 pt
	11位	159,414,229 pt
20位	130,880,311 pt
※11/03 14:38 集計時点 BYそくどん


100位	59,939,278 pt
500位	13,963,071 pt
1200位	2,760,182 pt
1300位	2,290,072 pt
1000位	3,932,796 pt
	1位	518,008,008 pt
10位	160,582,669 pt
	11位	159,414,229 pt
20位	130,880,311 pt
※11/03 14:36 集計時点 BYそくどん


100位	59,939,278 pt
500位	13,963,071 pt
1200位	2,760,182 pt
1300位	2,290,072 pt
1000位	3,932,796 pt
	1位	518,008,008 pt
10位	160,582,669 pt
	11位	159,414,229 pt
20位	130,880,311 pt
